732123;686089.934912
732124;671541.898956
732125;635897.759716
732126;685190.201294
732127;694133.285656
732128;736688.838338
732129;887543.277006
732130;945027.131905
732131;853193.246854
732132;907681.775074
732133;821283.164231
732134;1039847.179606
732135;924647.326062
732136;551045.447789
732137;557231.447104
732138;538389.577893
732139;519312.472945
732140;505139.293377
732141;789983.040574
732142;704078.849822
732143;557993.719419
732144;544809.307292
732145;576817.181929
732146;595122.609302
732147;613115.257486
732148;638348.649074
732149;645170.898767
732150;677252.394943
732151;664986.342452
732152;676380.794664
732153;628277.241445
732154;561644.421969
732155;657109.450612
732156;635138.999226
732157;647844.485286
732158;536756.572329
732159;569268.671468
732160;492642.398682
732161;434971.889899
732162;393303.065072
732163;524429.256236
732164;442116.280778
732165;196532.710551
732166;203306.791273
732167;209117.520270
732168;251498.881712
732169;224263.350539
732170;219354.407736
732171;296728.942212
732172;265402.742228
732173;724462.911634
732174;357146.739707
732175;365383.276119
732176;339427.844268
732177;320485.985449
732178;313345.749161
732179;313150.433916
732180;329836.980958
732181;332619.890675
732182;321548.869102
732183;319872.724738
732184;300281.568203
732185;272509.900653
732186;296465.120221
732187;296465.120221
732188;339779.312076
732189;304667.524969
732190;266083.874547
732191;707776.084165
732192;632307.677935
732193;689768.804182
732194;852471.751503
732195;834968.229306
732196;990961.076180
732197;921112.082244
732198;910349.492109
732199;887141.497283
732200;911875.470129
732201;789395.749448
732202;810452.773530
732203;783703.954447
732204;513737.582682
732205;605256.549685
732206;758946.663159
732207;622280.493095
732208;754079.673737
732209;660354.061228
732210;665254.756891
732211;652251.568134
732212;666450.060724
732213;685581.891957
732214;495287.187230
732215;455406.977977
732216;497497.763025
732217;486766.374114
732218;522601.311569
732219;559085.381562
732220;536732.320375
732221;488910.310402
732222;497076.183645
732223;413157.647471
732224;434844.104600
732225;498345.661919
732226;470440.405555
732227;479956.517521
732228;483855.015657
732229;527930.238381
732230;534051.144030
732231;570898.086554
732232;593240.368109
732233;589504.091313
732234;597171.159894
732235;705010.177224
732236;675282.163788
732237;714582.607087
732238;704805.961037
732239;690230.292112
732240;677936.648699
732241;683553.905627
732242;638216.690553
732243;653359.134670
732244;653359.134670
732245;672371.349900
732246;643232.801071
732247;644764.398544
732248;716536.357101
732249;733948.106270
732250;752332.273319
732251;881831.801600
732252;891819.405340
732253;925839.798328
732254;977784.465061
732255;933405.095283
732256;924692.414732
732257;946534.847855
732258;941158.666185
732259;964268.500615
732260;884341.570899
732261;880530.892316
732262;737183.115781
732263;596809.177082
732264;771660.272062
732265;716087.733436
732266;484233.180809
732267;482503.537572
732268;471588.825866
732269;496087.836731
732270;409573.195285
732271;443482.544906
732272;442236.476202
732273;442236.476202
732274;456288.847667
732275;418452.439409
732276;349878.594870
732277;393389.868796
732278;411796.007193
732279;359900.257625
732280;458848.622347
732281;195125.174494
732282;166482.663279
732283;159323.679162
732284;165796.190675
732285;193650.442607
732286;279106.091138
732287;471938.871677
732288;467590.728202
732289;589063.017466
732290;578354.729355
732291;522400.117247
732292;540617.827980
732293;598925.663833
732294;515650.870503
732295;566007.464512
732296;589977.989519
732297;717717.451350
732298;696174.537425
732299;689420.163286
732300;721179.859765
732301;685163.506925
732302;624648.038023
732303;655862.264543
732304;650032.886105
732305;646883.772574
732306;662981.134673
732307;641184.793525
732308;630196.085060
732309;647775.964433
732310;720652.431676
732311;780240.906088
732312;770528.744997
732313;978582.231949
732314;1065465.615871
732315;1034587.939085
732316;928096.413393
732317;869092.567122
732318;840393.952791
732319;774083.249765
732320;906297.753511
732321;923404.263141
732322;661670.173937
732323;694575.172096
732324;559831.542179
732325;382687.047940
732326;362097.306991
732327;287102.058428
732328;276488.257611
732329;284793.322522
732330;318533.465719
732331;219352.811790
732332;259499.032077
732333;245851.880494
732334;272035.194343
